순번,질문제목,제목글자수,제목잘림,작성일,답변수,분류,태그,질문 본문,답변 발췌,답변자,링크,제목 신규어(자동완성에 없음)
533,계약직 실업급여 신청,11,N,2026.08.28.,3,고용안정,,,저는 회사 작년 11월 19일에 입사 했습니다 이번년도 9월 말일에 계약만료인데 계약만료때 퇴사를 하고 실업급여 신청 한다고 말씀을 드릴건데 안된다고 하면 안되는걸까요?...,갓나무(chen****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494935822&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
534,실업급여 문의합니다!,11,N,2026.08.29.,3,고용보험,,,"1개월 단기 계약직 업무가 끝나면 실업급여를 신청하고자 하는데 자발적 퇴사를 하는 지금 직장의 이직확인서? 도 제출해야 하나요? 네, 이전 직장(현재 직장)의 이직확인서도...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494941598&answerNo=3&qb=7Iuk7JeF6riJ7Jes,문의합니다
535,실업급여 관련,7,N,2026.08.29.,3,고용보험,,,작년 9월 4일자로 입사해서 10월 말 퇴사를 생각하는데 실업급여 받을 수 있나요?? 신청하면 받을수있습니다,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494942264&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
536,불법노임과 실업급여 부정수급,15,N,2026.08.29.,3,고용보험,,,부정실업급여 받음 세금을 정리해달라 C가 B에게 요청했으나 실업급여 부저수급 건을 빌미로 배째라는 상화임 C는 부정수급 급액이 세금보다 많아서 답이 없는상황 B에게...,코웨이 이팀장(sebo****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494945364&answerNo=1&qb=7Iuk7JeF6riJ7Jes,불법노임과
537,조기취업수당 신청 후 실업급여 신청이 가능,23,Y,2026.08.30.,3,고용안정,"조기취업수당, 실업급여, 중복신청, 부정수급",,작년 6월말까지 파견직으로 계약만료가 되어져서 실업급여 신청을 했었는데 그 후 2주만에 계약직으로 재취업이 되어 조기취업수당 해당자가 되었습니다 그 후 1년이 지나 곧...,답변채택부탁드립니다(codp****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494952253&answerNo=1&qb=7Iuk7JeF6riJ7Jes,신청이
538,실업급여 문의,7,N,2026.08.30.,3,고용보험,실업급여,,11월부터 4대보험은 다 들어간 상태 입니다 현재 취업준비로 인해 일을 그만두려고 하는데 자진퇴사는 실업급여 받기 어렵다 들어서 문의 드립니다 혹시 위 내용 처럼 근무...,정부 복지정책 전문(leop****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494952436&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
539,실업급여 인정수급,9,N,2026.08.30.,3,고용보험,,,안녕하세여 질문자분의 질문에 답변드립니다^;^ 질문자분께서 실업급여 신청하신것으로 보입니다 상용직이면 1차실업인정일 다음날 8일분 지급되며 일용직이면...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494952924&answerNo=1&qb=7Iuk7JeF6riJ7Jes,인정수급
540,실업급여 조건,7,N,2026.08.30.,3,고용보험,,,제가 지금 전에다니던 직장 재입사해서 계약직으로 하고있는데 9월말에 계약종료가 되서 현재직장에서 실업급여를 받게끔 해주겠다고 했습니다 근데 궁금한건 제가지금...,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494958280&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
541,실업급여 첫인정일,9,N,2026.08.31.,3,고용보험,,,"첫 실업인정일이 9월 8일이라면, 그 전에 단기·일용 아르바이트를 하는 것 자체가 바로 실업급여 수급에 문제가 되는 것은 아닙니다. 다만 실업인정 대상기간 중 하루라도...",코웨이 이팀장(roya****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494964392&answerNo=1&qb=7Iuk7JeF6riJ7Jes,첫인정일
542,폐업시 급여,6,N,2026.08.31.,3,"고용, 고용복지",,,장사가 안되서 식당이 폐업하게 되었는데요 1년이상 이라 실업급여는 받는데요 근무 마지막달 20일 일하는데 남은10일은 사장님 개인사정인데 안주면 못받는건가요...,,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494967412&answerNo=2&qb=7Iuk7JeF6riJ7Jes,폐업시
543,실업급여 관련,7,N,2026.08.31.,3,고용보험,,,"실업급여 3차 인정일이 9월 4일 금요일 입니다. 그런데 8월 25일부터 수습3개월 입사하게 됐습니다. 직장과 집 거리(차 편도 1시간), 업무가 저와 맞지않아 퇴사를 생각하고...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494968029&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
544,실업급여 구직급여 수급 중 수익발생,19,N,2026.08.31.,3,고용보험,,,안녕하세요 구직급여를 3개월 정도 받았는데 그동안 수익이 발생하고 있었어요... 3개월치를 한꺼번에 신고하는 것 이미 실업인정이 끝난 기간의 소득이라면 다음 실업인정 때...,이후록노무사(lhrd****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494970285&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"구직급여, 수익발생"
545,실업급여 이직확인서,10,N,2026.08.31.,3,고용보험,"실업급여, 해고, 이직확인서",,그냥 실업급여 받고 쉬라고 하더라구요 근데 고용센터에 갔더니 9월초에 다시 오라고합니다 고용24가입하고 이직확인서가 필요해서 들어가봤는데 아직 처리가 안된거같습니다...,코웨이 이팀장(sebo****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494971502&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
546,통근곤란 실업급여 받을 수 있을까요?,20,N,2026.08.31.,3,"노동 정책, 제도","실업급여, 통근곤란",,"네, 질문 내용이라면 통근곤란을 이유로 한 자발적 퇴사라도 실업급여를 인정받을 가능성이 있습니다. 고용보험에서는 사업장 이전이나 본인의 의사와 관계없는 근무지 변경...",코웨이 이팀장(sebo****),https://kin.naver.com/qna/detail.naver?dirId=60805&docId=494972370&answerNo=1&qb=7Iuk7JeF6riJ7Jes,받을
547,퇴직금 실업급여질문,10,N,2026.08.31.,3,"고용, 고용복지",,,퇴사하더라도 실업급여를 받을수있을까요? 2026년 1월 1일 입사해서 2026년 12월 31일까지 근무한다면 ‘1일 부족해서 퇴직금이 안 나오는 것’은 아닙니다. 1월 1일부터...,코웨이 이팀장(sebo****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494972758&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여질문
548,실업급여 근무기간,9,N,2026.09.01.,3,고용보험,,,이 곳 비자발적 퇴사면 실업급여 대상이십니다. 4대보험[고용보험 포함] 미가입 사업장의 근무기간은 반영되지는 아니합니다. 실업급여 받게 된다면 지원받을수 있는 기간인...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494980617&answerNo=3&qb=7Iuk7JeF6riJ7Jes,근무기간
549,이직확인서 및 실업급여,12,N,2026.09.01.,3,고용보험,,,"실업급여 가신청하러가면 처리가 좀 빠를까요?? 신고, 접수, 처리, 확인까지는 평일 기준으로 7일 정도 전,후로 시일이 소요될수 있습니다. 늦어도 이 번 주 중으로 확인될...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494980658&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
550,실업급여.,5,N,2026.09.01.,3,고용보험,,,제가 실업급여를 신청할려고했는데 3.3만떼고 피고용보험이 안되있어서 실업급여가안된데요 제가알기론 직장에서 일한기간을 미납이라하고 다내면된다고하는데...,신천옹(cjro****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494982294&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
551,실업급여에대해,7,N,2026.09.01.,3,고용보험,,,180일넘어서 실업급여신청하려고하는데 가능한가요? 그리고 얼마정도 받을수있나요? 안녕하세여 질문자분의 질문에 답변드립니다^;^ 질문자분께서 인력사무소 통하여...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494983321&answerNo=2&qb=7Iuk7JeF6riJ7Jes,실업급여에대해
552,실업급여 두루누리지원금 사업자 피해받울까,22,Y,2026.09.02.,3,고용보험,,,직원이 나가서 실업급여를 수급하면 지원금이 끊기는건 알고있는데 사업장이 지원금 받은걸 토해내야하나요? 아님 따로 피해받는게 있는지 궁급합니다 그리고...,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494992588&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"두루누리지원금, 사업자, 피해받울까"
553,실업급여 첫인정일 불참,12,N,2026.09.02.,3,고용보험,,,"솔직히 생활이 너무 빠듯해서 급여타는걸 두달여 미룰생각입니다.당장 나갈거 너무많아서요. 첫 실업인정 교육에 불참하면 해당 회차 실업인정이 안 되고, 보통 다음 인정일에...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494994602&answerNo=1&qb=7Iuk7JeF6riJ7Jes,첫인정일
554,실업급여 마지막 6차 수령,14,N,2026.09.02.,3,고용보험,,,안녕하세요 제가 9월 5일까지가 실업급여 받는 기간인데 실제 급여 수령 날짜는 3일입니다 그럼 나머지 4일 5일은 의미 없는 건가요? 제가 9월 5일까지가 실업급여 받는...,갓나무(chen****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495003790&answerNo=3&qb=7Iuk7JeF6riJ7Jes,"6차, 수령"
555,퇴사 후 바로 이직 후 퇴사 실업급여,20,N,2026.09.03.,3,고용보험,,,이런 상황도 실업급여 못 받나요? 실업급여는 마지막 직장 퇴사 사유로 신청하는 것이라 새로운 회사로 이직하여 하루라도 근무하게 되면 이 곳이 마지막 직장으로 인정되어...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495008523&answerNo=2&qb=7Iuk7JeF6riJ7Jes,바로
556,결혼 실업급여,7,N,2026.09.03.,3,고용보험,,,1.실업급여를 받으려고 하는데 결혼으로 인해 본가쪽 지역으로 이사를 가려하는데 실업급여를 받을수있나요?남자가 직장이 없어도 가능한가요? 2.회사에 말해야하나요? 지역은...,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495013812&answerNo=1&qb=7Iuk7JeF6riJ7Jes,결혼
557,고용보험 미가입 3.3% 프리랜서 실업급여,23,N,2026.09.03.,3,고용보험,,,"실업급여를 받을 수 있게 퇴사 전에 고용보험 가입을 원한다고 하니, 그러면 부정수급으로 나중에 문제가 생겨 회사나 저나 곤란해질 수도 있다고 고용보험 가입 요청을...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495014878&answerNo=3&qb=7Iuk7JeF6riJ7Jes,미가입
558,실업 급여,5,N,2025.01.21.,2,고용보험,,,1년 계약직으로 일하고 실업 급여 가능한가요? 계약만료라면 가능합니다.,경덕(love****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=480727610&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
559,2025년 실업급여,10,N,2025.03.26.,2,고용보험,,,2차 인정당일 구직활동도 가능한가요 넵.!,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=483562123&answerNo=2&qb=7Iuk7JeF6riJ7Jes,2025년
560,실업급여는 주급으로 받나요?,15,N,2025.06.11.,2,고용보험,,,궁금합니다 월마다 들어옵니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=486080039&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"실업급여는, 주급으로, 받나요"
561,실업급여 받을수 있나요?,13,N,2025.10.13.,2,고용보험,,,주식배당을 받고있어도 실업급여 받을수 있나요 일을 해야받지요,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=489496684&answerNo=1&qb=7Iuk7JeF6riJ7Jes,받을수
562,실업급여 도중에 취직할경우,14,N,2025.11.11.,2,고용보험,,,취업신고하면 그동안 구직급여는 언제 받나요? 일주일이내 받읍니다,산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=490116439&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"도중에, 취직할경우"
563,실업급여8차 질문,9,N,2026.01.28.,2,고용보험,,,고용24에서 구직활동5회했으면 따로 증빙자료 들고갈필요없나요? 넵.!!,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491626669&answerNo=2&qb=7Iuk7JeF6riJ7Jes,실업급여8차
564,현재 1차 실업급여 진행중인데 2차는 1차 받고,26,Y,2026.02.20.,2,고용보험,,,몰라서 여쭙니다. 1차 받았으면 2차부터는 28일 마다 받게 됩니다. 수급일자 확인해 보세요.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492073804&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"현재, 1차, 진행중인데, 2차는, 1차, 받고"
565,실업급여 4차,7,N,2026.02.25.,2,고용보험,,,실업급여 4차인데 면접 한번 봤습니다. 다른거 또 할거있을가요?? 이력서 하나 넣어야죠,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492172074&answerNo=1&qb=7Iuk7JeF6riJ7Jes,4차
566,군대 가기전 실업급여못받은거 받을수 있나,22,Y,2026.02.28.,2,"고용, 고용복지",,,군대 입대할때 한달정도 급여를 못받았는데 받을수 있나요?? 실업인정기간이 지나면 못받을수 있는데요.관할 고용센터에 문의해보세여,푸른바다(pref****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=492230668&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"군대, 가기전, 실업급여못받은거, 받을수, 있나"
567,실업 급여 조건,8,N,2026.03.31.,2,고용보험,,,현재 제가 임대 사업자로 되어있는데요 이런 경우도 실업 급여 자격 됩니까? 계약직으로 회사 1년 계약만료 안됩니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492739024&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
568,실업급여 구직활동,9,N,2026.03.31.,2,고용보험,,,구직활동으로 청년인턴 채용에 지원한것도 인정되나요?? 넵.!!! 청년 인턴 자격에 해당되면 구직활동 지원한 내역으로 실업인정 신청하셔도 인정된다 하겠습니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492745454&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
569,실업급여 신청,7,N,2026.03.31.,2,고용보험,,,제가 최근에 신분증을 분실했는데 신분증 말고도 여권으로 확인 가능한가요? 넵.!! 가능합니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492746259&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
570,실업급여 질문,7,N,2026.04.08.,2,고용보험,,,4월달 실업급여 지급을 4월 1일날 받았다면 다음 지급일은 언제일까요? 4.1일 받았다면 다음 차수는 보통 28일간격으로 받으니 4.29일이 될듯합니다~,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492866730&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
571,실업급여 질문,7,N,2026.04.17.,2,고용보험,,,실업급여 인정 받을려면 2~3차때는 한번만 구직활동 또는 구직외 활동을 하면되는건가요? 답변부탁드립니다. 넵.!! 구직활동 또는 구직외 활동 중 택1.. 로 진행하시면 됩니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493001005&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
572,실업급여 7차 문의,10,N,2026.04.23.,2,고용보험,,,실업급여 7차 직업훈련 24시간 STEP 1회 하면 실업인정 되나요?,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493086603&answerNo=0&qb=7Iuk7JeF6riJ7Jes,7차
573,실업급여 5차,7,N,2026.04.23.,2,고용보험,,,제가 실업급여 5차 진행중인데 면접확인서는 다했고 하나는 어떤거 활동 하면되는건가요??.. 구직활동 1건 또는 구직외 활동으로 회수미소진한 특강이나 심리검사 진행하시면...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493089151&answerNo=2&qb=7Iuk7JeF6riJ7Jes,5차
574,실업급여 직종 조건,10,N,2026.05.07.,2,고용보험,,,안녕하세요 실업급여 직종 조리원에서 주방보조원이면 음료 조리원 입사지원해도 인정받아주나요? 유사한 직종이니 인정되지 싶습니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493297586&answerNo=1&qb=7Iuk7JeF6riJ7Jes,직종
575,실업급여 이메일지원방법,12,N,2026.05.08.,2,고용보험,,,이메일지원첨부 이렇게하면되나요? 그냥 고용24 이력서 넣으세요 그러면 진짜 편해요,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493312808&answerNo=1&qb=7Iuk7JeF6riJ7Jes,이메일지원방법
576,실업급여 심리검사,9,N,2026.05.18.,2,고용보험,,,심리검사 이것도 실업인정 되나요?? 이중에 하나 선택해서 하면 되나요?? 네 맞습니다. 보통 L형과 S형을 많이합니다.,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493447262&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
577,이런경우도 실업급여 인정되나요,16,N,2026.05.31.,2,국민연금보험,"검색질문, 통합검색궁금증, 통합검색질문하기",,사실혼남편사망후자발적퇴사도실업급여인정되나요 개인 사정에 의한 자발적 퇴사는 실업급여 대상에서 제-외 됩니다.,,https://kin.naver.com/qna/detail.naver?dirId=6100402&docId=493633009&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"이런경우도, 인정되나요"
578,실업급여 만료일,8,N,2026.06.01.,2,고용보험,,,오늘이 만료일인데 구직활동 한번밖에 못했는데 방법이없나여 급해여 송구하옵니다. ㅠ 마지막 회차가 몇차인지 모르겠지만 2건을 해야 하는데 1건만 했다면 아마도 50%는...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493644693&answerNo=2&qb=7Iuk7JeF6riJ7Jes,만료일
579,실업급여 조건,7,N,2026.06.11.,2,고용보험,,,이랜드 애슐리에서 약 3개월 후 2년 만기를 채우게 되는데 혹시 실업급여를 받을 수 있을까요? 계약직으로 입사를 했고 최종 계약만료로 퇴사면 실업급여 신청 및 수급이...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493810573&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
580,계약만료 실업급여,9,N,2026.06.17.,2,고용보험,"실업급여, 실업급여조건, 실업급여수급자격",,"이 경우 실업급여를 받을 수 있을까요? 마지막 직장 4대보험 모두 가입 및 만1개월[이상] 근무, 최종 비자발적 퇴사면 실업급여 가능합니다.",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493919771&answerNo=2&qb=7Iuk7JeF6riJ7Jes,계약만료
581,4시간으로 실업급여,10,N,2026.06.26.,2,고용보험,,,"4시간 이상 근무후13개월계약만료로 실업급여 받을예정 입니다 몇달정도 는 받을수 있을까요 궁금합니다??? 실업급여 = 소정급여일수 150일 X 지급일액 33,024원 ... 입니다....",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494039035&answerNo=2&qb=7Iuk7JeF6riJ7Jes,4시간으로
582,실업급여 면접,7,N,2026.07.01.,2,고용보험,,,오늘 7월 1일 마지막 실업급여 수급일 입니다. 구직활동 신청한 회사에서 오늘 7월 1일 오전 8시 면접보러 오라고 하는데 면접을 보고 회사가 맘에 안들면 굳이 다닐 필요는...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494112491&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
583,대학교 입학으로 그만두는건 실업급여대상이,22,Y,2026.07.03.,2,고용보험,"실업급여, 실업급여조건, 고용보험",,중3때부터 계속 알바하고있는데 내년에 대학 합격하면 거리가 멀어서 그만둬야하는데 대학입학으로 그만두는건 실업급여대상이 안될까요???? 개인사정이라 안되나요ㅠㅠ...,산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494145760&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"대학교, 입학으로, 그만두는건, 실업급여대상이"
584,"실업급여, 산재휴업급여",12,N,2026.07.07.,2,고용보험,"산재, 산재휴업급여, 실업급여, 중복",,실업급여 신청 가능한가요? 미리 신청하고 중복기간은 뺄 수? 있는 거 같던데 동시 신청은 가능하지만 중복기간은 인정 안 돼요. 산재휴업급여 기간은 실업급여에서 제외돼요....,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494200629&answerNo=2&qb=7Iuk7JeF6riJ7Jes,산재휴업급여
585,실업급여 면접사실확인서,12,N,2026.07.13.,2,고용보험,,,"실업인정신청 관련 저번에 면접 끝나고 면접사실확인서 서명 받아서 왔습니다. 그런데 작성자가 인사담당자는 아니고 기관의 다른 과장님이 작성해주셨는데, 인정될까요?...",산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494291188&answerNo=2&qb=7Iuk7JeF6riJ7Jes,면접사실확인서
586,실업급여 4차,7,N,2026.07.15.,2,"고용, 고용복지",실업급여,,제가 1차 센터방문 2차 온라인교육 3차 적성검사 이렇게 했는데 이번 4차때에 온라인교육+구직활동1회+센터방문 해도 되는건가요? 넵.!! 계획하신대로 이 번 4차에 그렇게...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494312965&answerNo=2&qb=7Iuk7JeF6riJ7Jes,4차
587,실업급여 문의,7,N,2026.07.15.,2,고용보험,,,2026년 6월 계약직 종료 후 퇴사 이후 실업 급여 신청 후 22일 첫 교육 들으러 가는데 그 사이 일용직 근무 4일 32시간 근무 해도 될까요? (일 8시간) 하지마세요. 어차피 인정...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494317553&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
588,실업급여6차,6,N,2026.07.18.,2,고용보험,,,안녕하세요궁금해서여쭤봅니다 담주가실업급여6차입니다 특강은 3번 다봤구요 심리검사도1번남은건지안남은건지궁금해서요 고용24에 구직외활동내역을보면 특강3번본건...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494355505&answerNo=2&qb=7Iuk7JeF6riJ7Jes,실업급여6차
589,실업급여 구직활동,9,N,2026.07.25.,2,고용보험,"입사, 실업급여, 실업인정, 궁금해요, 도와주세요",,가시면 실업인정신청서 교부하는데 그 양식대로 작성 후 제출하시면 이를 토대로 4차 인정기간의 재취업활동 내역을 모니터링 후 구직활동을 한 사실을 확인하게 됩니다....,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494451241&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
590,실업급여 금액,7,N,2026.07.27.,2,고용보험,,,1일 68100원이면 한달에 한번 받는건데 68100*30일로 계산하는건가요? 2043000원 30일에 한번받는것인가요? 200 까지는 안주고 170만원 정도 줄거에요,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494480078&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
591,실업급여 부당수급 관련 문의드립니다.,20,N,2026.08.29.,2,고용보험,"실업급여, 부정수급신고",,실제 취업일: 2024년 8월 1일 고용보험 취득일: 2024년 8월 1일 실업인정일: 2024년 8월 2일 실업인정 대상기간: 2024.07.26 ~ 2024.08.02 이 기간에 실업급여 지급됨 취업신고는 8/4로...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494485289&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"부당수급, 문의드립니다"
592,비자발적 퇴사 2번 이후 실업급여 신청 시,23,N,2026.07.28.,2,"고용, 고용복지",실업급여,,A회사에서 1년 이상 근무 후 권고사직으로 비자발적 퇴사하였고 실업급여를 신청하려던 와중 계약직 취업하게 되어서 퇴사 한달 만에 B회사에서 1년 이상 근무 후 계약만료로...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494485709&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"비자발적, 2번, 이후"
593,실업급여 궁금한점 있습니다,14,N,2026.07.27.,2,고용보험,실업급여,,"제가 지금 실업급여를 받고 있는데 수급 중 업장에서 무급 실습을 3일 했는데, 근로계약서도 작성하지 않았고 임금도 받지 않았으며 4대 보험 가입도 하지 않았습니다. 이런...",메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494485958&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"궁금한점, 있습니다"
594,실업급여 희망직종 인정,12,N,2026.07.28.,2,"고용, 고용복지",,,실업급여 희망지역은 1.2순위 그리고 희망직종은 1.2.3순위까지 있는데요 사무 법무라해도 사무에 포함되서 괜찮을듯한데요 정 불안하시면 3순위 법무로 추가하고 이력서...,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494486772&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"희망직종, 인정"
595,실업급여 2차 온라인교육,13,N,2026.07.28.,2,"고용, 고용복지",실업급여,,실업급여 2차를 온라인 교육으로 들으려고 하는데요 강의가 여러갠데 그중 하나만 보고 실업인정신청서 제출하면 인정인가요? 아님 거기 나와있는 영상들 전부를 봐야하나요?...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494498103&answerNo=2&qb=7Iuk7JeF6riJ7Jes,2차
596,퇴사후 알바 후 실업급여질문,15,N,2026.07.29.,2,고용보험,,,11년 다니던 직장을 퇴사하고 바로 1~2개월 단기알바를 하고 계약만료로 인한 퇴사가 되야 실업급여를 받을수있나요 아니면 1~2달 셨다가 단기알바(1~2개월짜리)하고...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494501772&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"퇴사후, 실업급여질문"
597,실업급여?,5,N,2026.08.03.,2,"고용, 고용복지",실업급여,,"재계약 불가하여 8월 31일 계약기간 종료로 퇴사하면 실업급여 받을 수 있을까요? 정규직이신데, 계약기간 종료라는 말을 쓰셔서 약간 혼란스럽습니다. 뒷줄에...",,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494582968&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
598,실업급여 만료 및 8차,12,N,2026.08.04.,2,고용보험,실업급여,,"제가 실업급여를 받고있는데요 소정급여일수 만료일이 8/29이고 6차 인증이 8/31일이면 8/30부터 7,8차는 급여가 지급 안 되어도 따로 구직활동 인증을 계속 해야하는...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494598043&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"만료, 8차"
599,실업급여 관련,7,N,2026.08.05.,2,"고용, 고용복지","고용센터, 실업급여조건, 이직확인서, 실업급여",,미리 거주지 관할 고용센터에 방문하여 실업급여 신청을 해도 될까요? 팩스로 보냈으면 개인 실거주지 관할 고용센터에 가시어 실업급여 신청하러 가시기만 하면 됩니다....,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494610234&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
600,실업급여 질문,7,N,2026.08.06.,2,"고용, 고용복지",,,오늘이 2차인데 강의 1개 들어도 인정이 된다해서 강의 듣고 제출하려고 보니 임시저장 밖에 안 되고 제출은 9월 2일인 실업급여인정일? 그때 제출 해야한다고 하던데.... 이게...,,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494622472&answerNo=0&qb=7Iuk7JeF6riJ7Jes,
601,실업급여 받으며 하루종일 주식 단타만 해도,23,Y,2026.08.06.,2,"노동 정책, 제도",,,실급 백만원 받는데 그걸로 생활이 안되세요 주식 단타해도 되는지.. 단타 엄청 많이 해도 상관 없나요? 하루에도 수없이 단타만 조짐 그렇다고 수익이 엄청 많이 내는것도...,,https://kin.naver.com/qna/detail.naver?dirId=60805&docId=494623122&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"받으며, 하루종일, 주식, 단타만, 해도"
